,fluxes,ec-code,kcat_MW,E,equ
NADPPPS_num3,0.0,,1819323.3392695785,0.0,h2o_c + nadp_c --> nad_c + pi_c
PANTS_num2,0.00030611798442709915,6.3.2.1,285.7042637181624,1.071450528750506e-06,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c
TMPPP_num2,0.0,2.5.1.3,155485.4045815269,0.0,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c
TMPPP_num3,0.0,2.5.1.3,181092.7789052997,0.0,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c
TRATF_num2,0.0,2.6.1.55,,,akg_c + tau_c --> 2saa_c + glu__L_c
UPP3MT_num2,0.0,2.1.1.107,5215.851633483677,0.0,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscL_c + h_c
WCOS_num2,0.0,,602885.0824148039,0.0,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c
WCOS_num3,0.0,,633646.6982599155,0.0,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c
AMPTASECG_num2,0.0,3.4.11.2,16308.117462535169,0.0,cgly_c + h2o_c --> cys__L_c + gly_c
MCPST_num2,0.0,2.8.1.2,56486.56944680645,0.0,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
MCPST_num3,0.0,2.8.1.2,65693.03720652827,0.0,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
GLNS_num2,0.5681096252492602,6.3.1.2,9088.699332376023,6.250725263025523e-05,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c
G3PAT120_num2,0.0,2.3.1.15,2.9363219743157445,0.0,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c
G3PAT120_num3,0.0,2.3.1.15,,,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c
G3PAT120_num4,0.0,2.3.1.15,2.6913258757033938,0.0,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c
G3PAT120_num5,0.0,2.3.1.15,3.2799502606119595,0.0,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c
G3PAT140_num2,0.0,2.3.1.15,2.9363219743157445,0.0,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT140_num3,0.0,2.3.1.15,,,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT140_num4,0.0,2.3.1.15,2.6913258757033938,0.0,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT140_num5,0.0,2.3.1.15,3.2799502606119595,0.0,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT141_num2,0.0,2.3.1.15,2.9363219743157445,0.0,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT141_num3,0.0,2.3.1.15,,,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT141_num4,0.0,2.3.1.15,2.6913258757033938,0.0,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT141_num5,0.0,2.3.1.15,3.2799502606119595,0.0,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT160_num2,0.0,2.3.1.15,2.9363219743157445,0.0,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT160_num3,0.0,2.3.1.15,,,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT160_num4,0.0,2.3.1.15,2.6913258757033938,0.0,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT160_num5,0.0,2.3.1.15,3.2799502606119595,0.0,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT161_num2,0.0,2.3.1.15,2.9363219743157445,0.0,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
G3PAT161_num3,0.0,2.3.1.15,,,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
G3PAT161_num4,0.0,2.3.1.15,2.6913258757033938,0.0,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
G3PAT161_num5,0.0,2.3.1.15,3.2799502606119595,0.0,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
G3PAT180_num2,0.0,2.3.1.15,2.9363219743157445,0.0,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
G3PAT180_num3,0.0,2.3.1.15,,,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
G3PAT180_num4,0.0,2.3.1.15,2.6913258757033938,0.0,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
G3PAT180_num5,0.0,2.3.1.15,3.2799502606119595,0.0,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
G3PAT181_num2,0.0,2.3.1.15,2.9363219743157445,0.0,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
G3PAT181_num3,0.0,2.3.1.15,,,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
G3PAT181_num4,0.0,2.3.1.15,2.6913258757033938,0.0,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
G3PAT181_num5,0.0,2.3.1.15,3.2799502606119595,0.0,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
LPLIPAL1A180pp_num2,0.0,3.1.1.5,111937.93871699966,0.0,1odecg3p_c + h2o_c --> glyc3p_c + h_c + ocdca_c
GAPD_num2,0.0,1.2.1.12,161.04827316980894,0.0,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c
GLCP_num2,0.0,2.4.1.1,3374.5549036407306,0.0,glycogen_c + pi_c --> g1p_c
GLCP2_num2,0.0,2.4.1.1,3374.5549036407306,0.0,bglycogen_c + pi_c --> g1p_c
PGM_num2,0.0,5.4.2.12,13118.902533993272,0.0,3pg_c --> 2pg_c
PGM_num3,0.0,5.4.2.12,20375.687848843783,0.0,3pg_c --> 2pg_c
PGM_num4,14.18698910817049,5.4.2.12,,,3pg_c --> 2pg_c
PGM_num5,0.0,5.4.2.12,19640.184789433002,0.0,3pg_c --> 2pg_c
PYK_num2,5.46618708918913,2.7.1.40,156183.67419398215,3.49984536949749e-05,adp_c + h_c + pep_c --> atp_c + pyr_c
HSTPT_num2,0.0,2.6.1.9,128.5141708380055,0.0,glu__L_c + imacp_c --> akg_c + hisp_c
CAt6pp_num2,0.0,,448117.0254735151,0.0,ca2_c + na1_e --> ca2_e + na1_c
CAt6pp_num3,0.0,,241678.27113042359,0.0,ca2_c + na1_e --> ca2_e + na1_c
CAt6pp_num4,0.0,,258735.2457785005,0.0,ca2_c + na1_e --> ca2_e + na1_c
CAt6pp_num5,0.0,,1612711.759841006,0.0,ca2_c + na1_e --> ca2_e + na1_c
CAt6pp_num6,0.0,,1533554.9201854628,0.0,ca2_c + na1_e --> ca2_e + na1_c
CAt6pp_num7,0.0,,1975009.1913474854,0.0,ca2_c + na1_e --> ca2_e + na1_c
CAt6pp_num8,0.0,,2651428.0344831254,0.0,ca2_c + na1_e --> ca2_e + na1_c
CAt6pp_num9,0.0,,1934192.236236264,0.0,ca2_c + na1_e --> ca2_e + na1_c
CYANSTpp_num2,0.0,2.8.1.1,16456.272718183845,0.0,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
CYANSTpp_num3,0.0,2.8.1.1,19138.399561943068,0.0,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
CYANSTpp_num4,0.0,2.8.1.1,45687.3901849574,0.0,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
CYANSTpp_num5,0.0,2.8.1.1,24163.871751697374,0.0,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
FE3abcpp_num2,0.0,,259207.7572377989,0.0,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c
Kabcpp_num2,0.0,,634470.2190601835,0.0,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c
Kabcpp_num3,0.0,,496609.0464626482,0.0,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c
Kabcpp_num4,0.0,,549601.8527780531,0.0,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c
Kabcpp_num5,0.0,,710266.4159693156,0.0,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c
MG2t3_2pp_num2,0.0,,275384.61903726764,0.0,2.0 h_c + mg2_e --> 2.0 h_e + mg2_c
NAt3_1p5pp_num2,0.0,,448117.0254735151,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_1p5pp_num3,0.0,,241678.27113042359,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_1p5pp_num4,0.0,,258735.2457785005,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_1p5pp_num5,0.0,,1612711.759841006,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_1p5pp_num6,0.0,,1533554.9201854628,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_1p5pp_num7,0.0,,1975009.1913474854,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_1p5pp_num8,0.0,,2651428.0344831254,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_1p5pp_num9,0.0,,1934192.236236264,0.0,3.0 h_e + 2.0 na1_c --> 3.0 h_c + 2.0 na1_e
NAt3_2pp_num2,0.0,,448117.0254735151,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3_2pp_num3,0.0,,241678.27113042359,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3_2pp_num4,0.0,,258735.2457785005,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3_2pp_num5,0.0,,1612711.759841006,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3_2pp_num6,0.0,,1533554.9201854628,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3_2pp_num7,0.0,,1975009.1913474854,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3_2pp_num8,0.0,,2651428.0344831254,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NAt3_2pp_num9,0.0,,1934192.236236264,0.0,2.0 h_e + na1_c --> 2.0 h_c + na1_e
NH4tpp_num2,0.0,,186138.0345272937,0.0,nh4_e --> nh4_c
ZN2abcpp_num2,0.0,,341263.44926426513,0.0,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_e
FE2tpp_num2,0.0,,865017.9639207614,0.0,fe2_e --> fe2_c
MI2DH_num2,0.0,1.1.1.18,5929.921617682612,0.0,inost_c + nad_c --> 2ins_c + h_c + nadh_c
MI2DH_num3,0.0,1.1.1.18,5764.064945806727,0.0,inost_c + nad_c --> 2ins_c + h_c + nadh_c
MI2DH_num4,0.0,1.1.1.18,5491.453646481962,0.0,inost_c + nad_c --> 2ins_c + h_c + nadh_c
U23GAAT_num2,0.0,2.3.1.119,,,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
U23GAAT_num3,0.0,2.3.1.119,,,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
U23GAAT_num4,0.0,2.3.1.119,,,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
U23GAAT_num5,0.0,2.3.1.119,,,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
UAGAAT_num2,0.0,2.3.1.129,904.9011519435533,0.0,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c
UAGAAT_num3,0.0,2.3.1.129,,,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c
UAGAAT_num4,0.0,2.3.1.129,829.3994686148186,0.0,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c
UAGAAT_num5,0.0,2.3.1.129,1010.7988139948324,0.0,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c
ACCOAC_num2,0.0,6.4.1.2,749.0521552207884,0.0,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c
ACOATA_num2,0.0,2.3.1.38,1694.7790936112992,0.0,ACP_c + accoa_c --> acACP_c + coa_c
ACOATA_num3,0.0,2.3.1.38,,,ACP_c + accoa_c --> acACP_c + coa_c
ACOATA_num4,0.0,2.3.1.38,1553.3728481189935,0.0,ACP_c + accoa_c --> acACP_c + coa_c
ACOATA_num5,0.0,2.3.1.38,1893.113622550012,0.0,ACP_c + accoa_c --> acACP_c + coa_c
KAS14_num2,0.0,2.3.1.41,8.449565954573,0.0,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
KAS14_num3,0.0,2.3.1.41,9.424238599416222,0.0,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
KAS15_num2,0.0,2.3.1.180,513.4304100333976,0.0,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
KAS15_num3,0.0,2.3.1.180,572.6555321734711,0.0,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
MCOATA_num2,0.0,2.3.1.39,9115.120127562359,0.0,ACP_c + malcoa_c --> coa_c + malACP_c
MCOATA_num3,1.5533133768072496,2.3.1.39,,,ACP_c + malcoa_c --> coa_c + malACP_c
MCOATA_num4,0.0,2.3.1.39,8354.587430818132,0.0,ACP_c + malcoa_c --> coa_c + malACP_c
MCOATA_num5,0.0,2.3.1.39,10181.833225177716,0.0,ACP_c + malcoa_c --> coa_c + malACP_c
HSST_num2,0.0,2.3.1.31,82.82535767616751,0.0,accoa_c + hom__L_c --> achms_c + coa_c
METSOXR1_num2,0.0,1.8.4.5,,,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
SHSL1_num2,0.037180144284342284,2.5.1.48,5621.165901129197,6.614311859550956e-06,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c
MPTG_num2,0.0,,946113.4650590724,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c
MPTG_num3,0.0,,690579.5886143143,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c
MPTG_num4,0.0,,1152829.0506485435,0.0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_e + 2.0 udcpdp_c
MPTG2_num2,0.0,,946113.4650590724,0.0,murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c
MPTG2_num3,0.0,,690579.5886143143,0.0,murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c
MPTG2_num4,0.0,,1152829.0506485435,0.0,murein5p5p_e + uaagmda_c --> h_c + murein5p5p5p_e + udcpdp_c
NHFRBO_num2,0.0,,783364.9390368832,0.0,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
DCTPD_num2,0.0,3.5.4.13,31112.04295916404,0.0,dctp_c + h2o_c + h_c --> dutp_c + nh4_c
GSNHYDRO_num2,0.0,3.2.2.8,1814.7900118306256,0.0,gsn_c + h2o_c --> gua_c + rib__D_c
HXPRT_num2,0.0,2.4.2.8,870.4568518494298,0.0,hxan_c + prpp_c --> imp_c + ppi_c
UPPRT_num2,0.0,2.4.2.9,367.6564345095262,0.0,prpp_c + ura_c --> ppi_c + ump_c
XTSNH_num2,0.0,3.2.2.8,932.6483832108929,0.0,h2o_c + xtsn_c --> rib__D_c + xan_c
XTSNH_num3,0.0,3.2.2.8,1794.6636369574285,0.0,h2o_c + xtsn_c --> rib__D_c + xan_c
FDH4pp_num2,0.0,1.2.2.1,,,for_e + 2.0 h_c + q8_c --> co2_c + h_e + q8h2_c
FDH5pp_num2,0.0,1.2.2.1,,,for_e + 2.0 h_c + mqn8_c --> co2_c + h_e + mql8_c
NADPHQR2_num2,0.0,1.6.99.6,80703.80762117861,0.0,h_c + nadph_c + q8_c --> nadp_c + q8h2_c
NADPHQR2_num3,0.0,1.6.99.6,79824.73166653053,0.0,h_c + nadph_c + q8_c --> nadp_c + q8h2_c
NADPHQR2_num4,0.0,1.6.99.6,87184.7613636216,0.0,h_c + nadph_c + q8_c --> nadp_c + q8h2_c
NADPHQR3_num2,0.0,1.6.99.6,80703.80762117861,0.0,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c
NADPHQR3_num3,0.0,1.6.99.6,79824.73166653053,0.0,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c
NADPHQR3_num4,0.0,1.6.99.6,87184.7613636216,0.0,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c
NADPHQR4_num2,0.0,1.6.99.6,80703.80762117861,0.0,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
NADPHQR4_num3,0.0,1.6.99.6,79824.73166653053,0.0,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
NADPHQR4_num4,0.0,1.6.99.6,87184.7613636216,0.0,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
IMPD_num2,0.027663718195036085,1.1.1.205,692.3988553234053,3.995344299365563e-05,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
IMPD_num3,0.0,1.1.1.205,541.8740358439517,0.0,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
ALCD2x_num2,0.0,1.1.1.1,29677.799886293815,0.0,etoh_c + nad_c --> acald_c + h_c + nadh_c
DAPDC_num2,0.09154650037921638,4.1.1.20,1395.8049319423255,6.558688702426728e-05,26dap__M_c + h_c --> co2_c + lys__L_c
THDPS_num2,0.0,,762146.1845383306,0.0,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
ACMANAptspp_num2,0.0,2.7.3.9,13176.26426468594,0.0,acmana_e + pep_c --> acmanap_c + pyr_c
ACMUMptspp_num2,0.0,2.7.3.9,13176.26426468594,0.0,acmum_e + pep_c --> acmum6p_c + pyr_c
GLYBabcpp_num2,0.0,,395178.789315472,0.0,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c
LEUt2rpp_num2,0.0,,2320208.0001565833,0.0,h_e + leu__L_e --> h_c + leu__L_c
LEUt2rpp_num3,0.0,,594125.1414013705,0.0,h_e + leu__L_e --> h_c + leu__L_c
PA120abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_e + pi_c
PA140abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_e + pi_c
PA141abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_e + pi_c
PA160abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_e + pi_c
PA161abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_e + pi_c
PA180abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_e + pi_c
PA181abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_e + pi_c
PGP120abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_e + pi_c
PGP140abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_e + pi_c
PGP141abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_e + pi_c
PGP160abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_e + pi_c
PGP161abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_e + pi_c
PGP180abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_e + pi_c
PGP181abcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_e + pi_c
PHEMEabcpp_num2,0.0,,213444.85546986427,0.0,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_e + pi_c
PSERtex_num2,0.0,,559648.9586577521,0.0,pser__L_e --> pser__L_c
PSERtex_num3,0.0,,637621.8006401779,0.0,pser__L_e --> pser__L_c
PSERtex_num4,0.0,,943285.5334621277,0.0,pser__L_e --> pser__L_c
TREptsp_num2,0.0,,376888.74659198354,0.0,pep_c + tre_c --> pyr_c + tre6p_c
TREptsp_num3,0.0,,716273.322634847,0.0,pep_c + tre_c --> pyr_c + tre6p_c
TREptspp_num2,0.0,,376888.74659198354,0.0,pep_c + tre_e --> pyr_c + tre6p_c
TREptspp_num3,0.0,,716273.322634847,0.0,pep_c + tre_e --> pyr_c + tre6p_c
URAt2pp_num2,0.0,,397937.73537449655,0.0,h_e + ura_e --> h_c + ura_c
URAt2rpp_num2,0.0,,397937.73537449655,0.0,h_e + ura_e --> h_c + ura_c
XANt2pp_num2,0.0,,397937.73537449655,0.0,h_e + xan_e --> h_c + xan_c
ALATRS_num2,0.0,,,,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c
ALATRS_num3,0.0,,,,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c
ALATRS_num4,0.0,,,,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c
ARGTRS_num2,0.0,,,,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c
ARGTRS_num3,0.0,,,,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c
ARGTRS_num4,0.0,,,,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c
ARGTRS_num5,0.0,,,,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c
ASNTRS_num2,0.0,6.1.1.22,,,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c
CYSTRS_num2,0.0,,1487755.7535975818,0.0,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c
FMETTRS_num2,0.0,2.1.2.9,673.4429654074593,0.0,10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c
GLUTRS_num2,0.0,6.1.1.17,,,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c
GLUTRS_num3,0.0,6.1.1.17,,,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c
GLUTRS_num4,0.0,6.1.1.17,,,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c
GLYTRS_num2,0.0,,,,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
GLYTRS_num3,0.0,,,,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
GLYTRS_num4,0.0,,,,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
GLYTRS_num5,0.0,,,,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
ILETRS_num2,0.0,6.1.1.5,,,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c
LEUTRS_num2,0.0,6.1.1.4,,,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
LEUTRS_num3,0.0,6.1.1.4,,,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
LEUTRS_num4,0.0,6.1.1.4,,,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
LEUTRS_num5,0.0,6.1.1.4,,,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
LEUTRS_num6,0.0,6.1.1.4,,,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
LYSTRS_num2,0.0,,,,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c
LYSTRS_num3,0.0,,,,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c
METTRS_num2,0.0,6.1.1.10,,,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c
METTRS_num3,0.0,6.1.1.10,,,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c
METTRS_num4,0.0,6.1.1.10,,,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c
PROTRS_num2,0.0,6.1.1.15,,,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c
PROTRS_num3,0.0,6.1.1.15,,,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c
SERTRS_num2,0.0,6.1.1.11,,,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c
SERTRS_num3,0.0,6.1.1.11,,,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c
SERTRS_num4,0.0,6.1.1.11,,,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c
THRTRS_num2,0.0,6.1.1.3,,,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c
THRTRS_num3,0.0,6.1.1.3,,,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c
THRTRS_num4,0.0,6.1.1.3,,,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c
VALTRS_num2,0.0,6.1.1.9,,,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c
VALTRS_num3,0.0,6.1.1.9,,,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c
VALTRS_num4,0.0,6.1.1.9,,,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c
PHETA1_num2,0.0,2.6.1.9,128.5141708380055,0.0,glu__L_c + phpyr_c --> akg_c + phe__L_c
SHK3Dr_num2,0.0,1.1.1.25,14948.341262260012,0.0,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c
TYRTA_num2,0.0,2.6.1.9,128.5141708380055,0.0,34hpp_c + glu__L_c --> akg_c + tyr__L_c
THRD_L_num2,0.0,4.3.1.19,3688.225603068851,0.0,thr__L_c --> 2obut_c + nh4_c
ALCD19_reverse_num2,0.0,,,,glyc_c + nad_c --> glyald_c + h_c + nadh_c
ALCD19_reverse_num3,0.0,,87308.88512316892,0.0,glyc_c + nad_c --> glyald_c + h_c + nadh_c
ARAI_reverse_num2,0.0,,9815.019160416763,0.0,rbl__L_c --> arab__L_c
HPYRI_reverse_num2,0.0,,,,2h3oppan_c --> hpyr_c
MCITL2_reverse_num2,0.0,,1709.8750493818634,0.0,pyr_c + succ_c --> micit_c
PMANM_reverse_num2,0.0,,1829.2615934594608,0.0,man6p_c --> man1p_c
MCITD_reverse_num2,0.0,,,,2mcacn_c + h2o_c --> 2mcit_c
MCITD_reverse_num3,0.0,,,,2mcacn_c + h2o_c --> 2mcit_c
GALUi_reverse_num2,0.0,,11775.964387039492,0.0,ppi_c + udpg_c --> g1p_c + h_c + utp_c
TRATF_reverse_num2,0.0,,,,2saa_c + glu__L_c --> akg_c + tau_c
GAPD_reverse_num2,0.0,,161.04827316980894,0.0,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c
PGM_reverse_num2,0.0,,13118.902533993272,0.0,2pg_c --> 3pg_c
PGM_reverse_num3,0.0,,20375.687848843783,0.0,2pg_c --> 3pg_c
PGM_reverse_num4,0.0,,,,2pg_c --> 3pg_c
PGM_reverse_num5,0.0,,19640.184789433002,0.0,2pg_c --> 3pg_c
